ProjectID,ProjectAKA,OrganizationName,ProjectName,TargetPop,ProjectCountyServed,ProjectAreaServed,ProjectHours,ProjectTelNo,OrgLink,CoCCode,Addresses,City
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Adams,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Brown,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Fayette,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Fairfield,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Highland,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Hocking,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Perry,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Pickaway,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Ross,SSVF Faith Mission of Fairfield County (Lutheran Social Services),"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2030,GMN Tri-County Community Action Committee,G.M.N. TriCounty Community Action Committee,Belmont - G.M.N. TriCounty CAC - AP,General,Belmont,Homeless Planning Region 07,"Mon - Fri, 8:00am - 4:00pm",740-695-0293,<a href='https://gmntrico.org/' target='_blank'>GMN Tri-County Community Action Committee</a><small> (#2030)</small>,OH-507,155 W Main St,"Saint Clairsville, OH 43950"
2031,GMN Tri-County Community Action Committee,G.M.N. TriCounty Community Action Committee,Guernsey - G.M.N. TriCounty CAC - AP,General,Guernsey,Homeless Planning Region 07,"Mon - Fri, 8:00am - 4:00pm",740-685-2422,<a href='https://gmntrico.org/' target='_blank'>GMN Tri-County Community Action Committee</a><small> (#2031)</small>,OH-507,185 S 2nd St,"Byesville, OH 43723"
2032,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Morgan - Washington Morgan CAP - AP,General,Morgan,Homeless Planning Region 08,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#2032)</small>,OH-507,50 W Third St,"Malta, OH 43758"
2033,Behavioral Healthcare Partners of Central Ohio,Behavioral Healthcare Partners of Central Ohio,Knox - Behavioral Healthcare Partners of Central Ohio - AP,General,Knox,Homeless Planning Region 09,"Mon - Fri, 8:00am - 5:00pm",740-397-0442,<a href='https://www.bhcpartners.org/' target='_blank'>Behavioral Healthcare Partners of Central Ohio</a><small> (#2033)</small>,OH-507,8402 Blackjack Road,"Mount Vernon, OH 43050"
2034,West Ohio Community Action Partnership (WOCAP),West Ohio Community Action Partnership,Auglaize - West Ohio CAP - AP,General,Auglaize,Homeless Planning Region 12,"Mon - Fri, 8:00am - 5:00pm",419-227-2586,<a href='https://wocap.org/' target='_blank'>West Ohio Community Action Partnership (WOCAP)</a><small> (#2034)</small>,OH-507,13093 Infirmary Rd,"Wapakoneta, OH 45895"
2035,West Ohio Community Action Partnership (WOCAP),West Ohio Community Action Partnership,Mercer - West Ohio CAP - AP,General,Mercer,Homeless Planning Region 12,"Mon - Fri, 8:00am - 5:00pm",419-227-2586,<a href='https://wocap.org/' target='_blank'>West Ohio Community Action Partnership (WOCAP)</a><small> (#2035)</small>,OH-507,420 N. Brandon Ave.,"Celina, OH 45822"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Ashland,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Crawford,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Delaware,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Hardin,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Logan,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Madison,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Marion,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Morrow,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Richland,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Union,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Wayne,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Ashland,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Crawford,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Delaware,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Hardin,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Logan,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Madison,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Marion,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Morrow,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Richland,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Union,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Wayne,Homeless Planning Region 04,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Ashland,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Crawford,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Delaware,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Hardin,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Logan,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Madison,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Marion,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Morrow,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Richland,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Union,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Wayne,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Ashland,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Crawford,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Delaware,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Hardin,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Logan,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Madison,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Marion,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Morrow,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Richland,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Union,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Wayne,Homeless Planning Region 11,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Ashland,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Crawford,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Delaware,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Hardin,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Logan,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
2036,Salvation Army of Central Ohio,The Salvation Army Columbus Area Services,Morrow - Salvation Army Columbus Area Services - AP,Veterans,Madison,Homeless Planning Region 13,"Mon - Fri, 8:30am - 5:00pm",419-751-7229,<a href='https://co.salvationarmy.org/CentralOhio/supportive-services-for-veterans' target='_blank'>Salvation Army of Central Ohio</a><small> (#2036)</small>,OH-507,644 W Marion St,"Mount Gilead, OH 43338"
