ProjectType,AltProjectName,DQIssues,DQCohort,DQPercent,DQPoints,DQMath,DQPossible,NoIncomeAtEntry,NoIncomeAtEntryCohort,NoIncomeAtEntryMath,NoIncomeAtEntryPercent,NoIncomeAtEntryPoints,NoIncomeAtEntryPossible,NoIncomeAtEntryDQ,ExitsToPH,ExitsToPHMath,ExitsToPHPercent,ExitsToPHPoints,ExitsToPHPossible,ExitsToPHDQ,ExitsToPHCohort,ScoredAtEntry,ScoredAtEntryMath,ScoredAtEntryPercent,ScoredAtEntryPoints,ScoredAtEntryCohort,ScoredAtEntryPossible,ScoredAtEntryDQ,MedHHI,MedianHHIMath,MedianHHICohort,MedianHHIPoints,MedianHHIPossible,MedianHHIDQ,IncreasedIncome,IncreasedIncomeCohort,IncreasedIncomeMath,IncreasedIncomePercent,IncreasedIncomePoints,IncreasedIncomePossible,IncreasedIncomeDQ,AverageLoSMath,AverageLoSCohort,AverageLoSPoints,AverageLoSPossible,AverageLoSDQ,LongTermHomeless,LongTermHomelessPercent,LongTermHomelessPoints,LongTermHomelessMath,LongTermhomelessCohort,LongTermHomelessPossible,LTHomelessDQ,BenefitsAtExitCohort,BenefitsAtExit,BenefitsAtExitMath,BenefitsAtExitPercent,BenefitsAtExitPoints,BenefitsAtExitPossible,BenefitsAtExitDQ,OwnHousingCohort,OwnHousing,OwnHousingMath,OwnHousingPercent,OwnHousingPoints,OwnHousingPossible,OwnHousingDQ,LHResPrior,LHResPriorCohort,LHResPriorMath,LHResPriorPercent,LHResPriorPoints,LHResPriorPossible,LHResPriorDQ,ProjectID,AltProjectID,CostPerExit,DateReceivedPPDocs,HousingFirstScore,ChronicPrioritizationScore,OnTrackSpendingScoring,UnspentFundsScoring,CostPerExitScore,CostPerExitPossible,CostPerExitMath,OnTrackSpendingPossible,OnTrackSpendingMath,UnspentFundsPossible,UnspentFundsMath,HousingFirstPossible,HousingFirstDQ,HousingFirstMath,ChronicPrioritizationDQ,ChronicPrioritizationPossible,ChronicPrioritizationMath
3,One Eighty PSH Plus Care Combined,0,ClientsServed,0,5,0 errors / 26 clients served = 0%,5,3,AdultsEntered,3 had no income at entry / 4 adults who entered the project during the reporting period = 75%,0.75,10,10,0,16,16 exits to permanent housing or retention in PSH / 18 heads of household = 89%,0.8888888888888888,9,12,0,HoHsServedLeavers,4,4 had a VI-SPDAT score at entry / 4 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,3.5,Median Homeless History Index =  3.5,AdultsEntered,8,10,0,8,AdultsMovedIn,8 increased income during their stay / 17 adults who moved into the project's housing = 47%,0.47058823529411764,11,11,0,482 average days,ClientsMovedInLeavers,0,NA,NA,1,0.25,2,1 considered to be long-term homeless / 4 adults entered the project during the reporting period = 25%,AdultsEntered,10,0,AdultMovedInLeavers,6,6 exited with benefits or health insurance / 6 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,3,AdultsEntered,3 coming from shelter or streets (unsheltered) / 4 adults who entered the project during the reporting period = 75%,0.75,5,10,0,1566,3007,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
13,Ashland - Appleseed Rapid Rehousing - RRH,1,ClientsServed,0.00819672131147541,4,1 errors / 122 clients served = 1%,5,22,AdultsEntered,22 had no income at entry / 38 adults who entered the project during the reporting period = 58%,0.5789473684210527,10,10,0,19,19 exits to permanent housing / 34 heads of household leavers = 56%,0.5588235294117647,0,10,0,HoHsServedLeavers,25,25 had a VI-SPDAT score at entry / 25 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,7,10,0,12,AdultsMovedIn,12 increased income during their stay / 55 adults who moved into the project's housing = 22%,0.21818181818181817,10,10,0,246 average days,ClientsMovedInLeavers,10,10,0,0,0,0,0 considered to be long-term homeless / 38 adults entered the project during the reporting period = 0%,AdultsEntered,NA,0,AdultMovedInLeavers,30,30 exited with benefits or health insurance / 30 adult leavers who moved into the project's housing = 100%,1,10,10,0,HoHsMovedInLeavers,18,18 exited to their own permanent housing / 21 heads of household leavers who moved into housing = 86%,0.8571428571428571,5,5,0,35,AdultsEntered,35 coming from shelter or streets (unsheltered) / 38 adults who entered the project during the reporting period = 92%,0.9210526315789473,10,10,0,1637,1637,NA,NA,0,NA,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,NA,NOT SCORED in 2020 due to COVID-19.
3,Richland - Center for Individual and Family Services - Next Step - PSH,16,ClientsServed,1.0666666666666667,0,16 errors / 15 clients served = 107%,5,1,AdultsEntered,1 had no income at entry / 1 adults who entered the project during the reporting period = 100%,1,0,10,1,10,10 exits to permanent housing or retention in PSH / 15 heads of household = 67%,0.6666666666666666,0,12,0,HoHsServedLeavers,0,0 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 0%,0,0,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,2,AdultsMovedIn,2 increased income during their stay / 10 adults who moved into the project's housing = 20%,0.2,0,11,1,895 average days,ClientsMovedInLeavers,0,NA,NA,1,1,10,1 considered to be long-term homeless / 1 adults entered the project during the reporting period = 100%,AdultsEntered,10,0,AdultMovedInLeavers,2,2 exited with benefits or health insurance / 2 adult leavers who moved into the project's housing = 100%,1,0,12,1,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,1673,1673,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
13,Miami - Family Abuse Shelter of Miami County - Family - RRH,4,ClientsServed,0.029197080291970802,3,4 errors / 137 clients served = 3%,5,12,AdultsEntered,12 had no income at entry / 42 adults who entered the project during the reporting period = 29%,0.2857142857142857,0,10,0,36,36 exits to permanent housing / 41 heads of household leavers = 88%,0.8780487804878049,10,10,0,HoHsServedLeavers,6,6 had a VI-SPDAT score at entry / 36 heads of household who entered the project during the reporting period = 17%,0.16666666666666666,0,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,7,10,0,34,AdultsMovedIn,34 increased income during their stay / 51 adults who moved into the project's housing = 67%,0.6666666666666666,10,10,0,97 average days,ClientsMovedInLeavers,10,10,0,0,0,0,0 considered to be long-term homeless / 42 adults entered the project during the reporting period = 0%,AdultsEntered,NA,0,AdultMovedInLeavers,37,37 exited with benefits or health insurance / 40 adult leavers who moved into the project's housing = 92%,0.925,0,10,1,HoHsMovedInLeavers,35,35 exited to their own permanent housing / 35 heads of household leavers who moved into housing = 100%,1,5,5,0,42,AdultsEntered,42 coming from shelter or streets (unsheltered) / 42 adults who entered the project during the reporting period = 100%,1,10,10,0,1678,1678,NA,NA,0,NA,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,NA,NOT SCORED in 2020 due to COVID-19.
3,Miami - Family Abuse Shelter of Miami County - Family Abuse Shelter - PSH,0,ClientsServed,0,5,0 errors / 16 clients served = 0%,5,7,AdultsEntered,7 had no income at entry / 9 adults who entered the project during the reporting period = 78%,0.7777777777777778,10,10,0,16,16 exits to permanent housing or retention in PSH / 16 heads of household = 100%,1,12,12,0,HoHsServedLeavers,5,5 had a VI-SPDAT score at entry / 9 heads of household who entered the project during the reporting period = 56%,0.5555555555555556,0,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,5,10,0,11,AdultsMovedIn,11 increased income during their stay / 16 adults who moved into the project's housing = 69%,0.6875,11,11,0,448 average days,ClientsMovedInLeavers,0,NA,NA,1,0.1111111111111111,0,1 considered to be long-term homeless / 9 adults entered the project during the reporting period = 11%,AdultsEntered,10,0,AdultMovedInLeavers,9,9 exited with benefits or health insurance / 9 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,9,AdultsEntered,9 coming from shelter or streets (unsheltered) / 9 adults who entered the project during the reporting period = 100%,1,10,10,0,1679,1679,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Jefferson - Jefferson County CAC - SHP - PSH,0,ClientsServed,0,5,0 errors / 39 clients served = 0%,5,0,AdultsEntered,0 had no income at entry / 1 adults who entered the project during the reporting period = 0%,0,0,10,0,17,17 exits to permanent housing or retention in PSH / 17 heads of household = 100%,1,12,12,0,HoHsServedLeavers,1,1 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,5,10,0,9,AdultsMovedIn,9 increased income during their stay / 14 adults who moved into the project's housing = 64%,0.6428571428571429,11,11,0,954 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 1 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,1,1 exited with benefits or health insurance / 1 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,1705,1705,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Defiance - Northwestern Ohio CAC - PSH,0,ClientsServed,0,5,0 errors / 56 clients served = 0%,5,13,AdultsEntered,13 had no income at entry / 20 adults who entered the project during the reporting period = 65%,0.65,10,10,0,39,39 exits to permanent housing or retention in PSH / 44 heads of household = 89%,0.8863636363636364,9,12,0,HoHsServedLeavers,17,17 had a VI-SPDAT score at entry / 18 heads of household who entered the project during the reporting period = 94%,0.9444444444444444,2,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,9,AdultsMovedIn,9 increased income during their stay / 46 adults who moved into the project's housing = 20%,0.1956521739130435,0,11,0,378 average days,ClientsMovedInLeavers,0,NA,NA,18,0.9,10,18 considered to be long-term homeless / 20 adults entered the project during the reporting period = 90%,AdultsEntered,10,0,AdultMovedInLeavers,16,16 exited with benefits or health insurance / 16 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,20,AdultsEntered,20 coming from shelter or streets (unsheltered) / 20 adults who entered the project during the reporting period = 100%,1,10,10,0,1740,1740,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Fayette - CAC of Fayette County - Fayette Landing - PSH,0,ClientsServed,0,5,0 errors / 23 clients served = 0%,5,5,AdultsEntered,5 had no income at entry / 5 adults who entered the project during the reporting period = 100%,1,10,10,0,19,19 exits to permanent housing or retention in PSH / 19 heads of household = 100%,1,12,12,0,HoHsServedLeavers,5,5 had a VI-SPDAT score at entry / 5 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,13,AdultsMovedIn,13 increased income during their stay / 23 adults who moved into the project's housing = 57%,0.5652173913043478,11,11,0,778 average days,ClientsMovedInLeavers,0,NA,NA,5,1,10,5 considered to be long-term homeless / 5 adults entered the project during the reporting period = 100%,AdultsEntered,10,0,AdultMovedInLeavers,4,4 exited with benefits or health insurance / 4 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,5,AdultsEntered,5 coming from shelter or streets (unsheltered) / 5 adults who entered the project during the reporting period = 100%,1,10,10,0,1751,1751,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Hocking - Hocking MHA - Region 17 Tenant Based - PSH,0,ClientsServed,0,5,0 errors / 208 clients served = 0%,5,18,AdultsEntered,18 had no income at entry / 40 adults who entered the project during the reporting period = 45%,0.45,10,10,0,93,93 exits to permanent housing or retention in PSH / 94 heads of household = 99%,0.9893617021276596,12,12,0,HoHsServedLeavers,33,33 had a VI-SPDAT score at entry / 33 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2.5,Median Homeless History Index =  2.5,AdultsEntered,5,10,0,35,AdultsMovedIn,35 increased income during their stay / 101 adults who moved into the project's housing = 35%,0.3465346534653465,11,11,0,551 average days,ClientsMovedInLeavers,0,NA,NA,8,0.2,2,8 considered to be long-term homeless / 40 adults entered the project during the reporting period = 20%,AdultsEntered,10,0,AdultMovedInLeavers,51,51 exited with benefits or health insurance / 51 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,34,AdultsEntered,34 coming from shelter or streets (unsheltered) / 40 adults who entered the project during the reporting period = 85%,0.85,10,10,0,1757,1757,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
13,Licking - LCCH - RRH Reallocation - RRH,0,ClientsServed,0,5,0 errors / 21 clients served = 0%,5,6,AdultsEntered,6 had no income at entry / 16 adults who entered the project during the reporting period = 38%,0.375,7.5,10,0,6,6 exits to permanent housing / 12 heads of household leavers = 50%,0.5,0,10,0,HoHsServedLeavers,10,10 had a VI-SPDAT score at entry / 10 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,3.5,Median Homeless History Index =  3.5,AdultsEntered,8,10,0,10,AdultsMovedIn,10 increased income during their stay / 21 adults who moved into the project's housing = 48%,0.47619047619047616,10,10,0,147 average days,ClientsMovedInLeavers,10,10,0,5,0.3125,0,5 considered to be long-term homeless / 16 adults entered the project during the reporting period = 31%,AdultsEntered,NA,0,AdultMovedInLeavers,9,9 exited with benefits or health insurance / 10 adult leavers who moved into the project's housing = 90%,0.9,10,10,0,HoHsMovedInLeavers,6,6 exited to their own permanent housing / 8 heads of household leavers who moved into housing = 75%,0.75,2,5,0,16,AdultsEntered,16 coming from shelter or streets (unsheltered) / 16 adults who entered the project during the reporting period = 100%,1,10,10,0,1766,1766,NA,NA,0,NA,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,NA,NOT SCORED in 2020 due to COVID-19.
13,Erie - VOA of Ohio and Indiana - Almost Home - RRH,0,ClientsServed,0,5,0 errors / 105 clients served = 0%,5,17,AdultsEntered,17 had no income at entry / 41 adults who entered the project during the reporting period = 41%,0.4146341463414634,10,10,0,30,30 exits to permanent housing / 43 heads of household leavers = 70%,0.6976744186046512,0,10,0,HoHsServedLeavers,32,32 had a VI-SPDAT score at entry / 32 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,7,10,0,33,AdultsMovedIn,33 increased income during their stay / 66 adults who moved into the project's housing = 50%,0.5,10,10,0,275 average days,ClientsMovedInLeavers,10,10,0,7,0.17073170731707318,0,7 considered to be long-term homeless / 41 adults entered the project during the reporting period = 17%,AdultsEntered,NA,0,AdultMovedInLeavers,34,34 exited with benefits or health insurance / 36 adult leavers who moved into the project's housing = 94%,0.9444444444444444,10,10,0,HoHsMovedInLeavers,26,26 exited to their own permanent housing / 29 heads of household leavers who moved into housing = 90%,0.896551724137931,5,5,0,40,AdultsEntered,40 coming from shelter or streets (unsheltered) / 41 adults who entered the project during the reporting period = 98%,0.975609756097561,10,10,0,1779,1779,NA,NA,0,NA,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,NA,NOT SCORED in 2020 due to COVID-19.
3,Athens - Integrated Services - Charles Place - PSH,0,ClientsServed,0,5,0 errors / 14 clients served = 0%,5,1,AdultsEntered,1 had no income at entry / 2 adults who entered the project during the reporting period = 50%,0.5,10,10,0,7,7 exits to permanent housing or retention in PSH / 8 heads of household = 88%,0.875,9,12,0,HoHsServedLeavers,2,2 had a VI-SPDAT score at entry / 2 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2.5,Median Homeless History Index =  2.5,AdultsEntered,5,10,0,5,AdultsMovedIn,5 increased income during their stay / 11 adults who moved into the project's housing = 45%,0.45454545454545453,11,11,0,563 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 2 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,2,2 exited with benefits or health insurance / 2 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,2,AdultsEntered,2 coming from shelter or streets (unsheltered) / 2 adults who entered the project during the reporting period = 100%,1,10,10,0,1780,1780,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Tuscarawas - ADAMHS Board - Recovery Begins at Home - PSH,0,ClientsServed,0,5,0 errors / 34 clients served = 0%,5,4,AdultsEntered,4 had no income at entry / 4 adults who entered the project during the reporting period = 100%,1,10,10,0,24,24 exits to permanent housing or retention in PSH / 26 heads of household = 92%,0.9230769230769231,12,12,0,HoHsServedLeavers,4,4 had a VI-SPDAT score at entry / 4 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,5.5,Median Homeless History Index =  5.5,AdultsEntered,9,10,0,5,AdultsMovedIn,5 increased income during their stay / 14 adults who moved into the project's housing = 36%,0.35714285714285715,11,11,0,602 average days,ClientsMovedInLeavers,0,NA,NA,2,0.5,6,2 considered to be long-term homeless / 4 adults entered the project during the reporting period = 50%,AdultsEntered,10,0,AdultMovedInLeavers,4,4 exited with benefits or health insurance / 4 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,4,AdultsEntered,4 coming from shelter or streets (unsheltered) / 4 adults who entered the project during the reporting period = 100%,1,10,10,0,1787,1787,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
13,Sandusky - GLCAP - HUD RRH,3,ClientsServed,0.010273972602739725,4,3 errors / 292 clients served = 1%,5,59,AdultsEntered,59 had no income at entry / 159 adults who entered the project during the reporting period = 37%,0.3710691823899371,7.5,10,0,64,64 exits to permanent housing / 135 heads of household leavers = 47%,0.4740740740740741,0,10,0,HoHsServedLeavers,127,127 had a VI-SPDAT score at entry / 133 heads of household who entered the project during the reporting period = 95%,0.9548872180451128,2,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,7,10,0,22,AdultsMovedIn,22 increased income during their stay / 108 adults who moved into the project's housing = 20%,0.2037037037037037,10,10,0,153 average days,ClientsMovedInLeavers,10,10,0,24,0.1509433962264151,0,24 considered to be long-term homeless / 159 adults entered the project during the reporting period = 15%,AdultsEntered,NA,0,AdultMovedInLeavers,62,62 exited with benefits or health insurance / 72 adult leavers who moved into the project's housing = 86%,0.8611111111111112,10,10,0,HoHsMovedInLeavers,46,46 exited to their own permanent housing / 53 heads of household leavers who moved into housing = 87%,0.8679245283018868,5,5,0,158,AdultsEntered,158 coming from shelter or streets (unsheltered) / 159 adults who entered the project during the reporting period = 99%,0.9937106918238994,10,10,0,1854,1854,NA,NA,0,NA,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,NA,NOT SCORED in 2020 due to COVID-19.
3,Fayette - CAC of Fayette County - Stable Futures - PSH,0,ClientsServed,0,5,0 errors / 23 clients served = 0%,5,7,AdultsEntered,7 had no income at entry / 13 adults who entered the project during the reporting period = 54%,0.5384615384615384,10,10,0,8,8 exits to permanent housing or retention in PSH / 8 heads of household = 100%,1,12,12,0,HoHsServedLeavers,8,8 had a VI-SPDAT score at entry / 8 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,2,AdultsMovedIn,2 increased income during their stay / 13 adults who moved into the project's housing = 15%,0.15384615384615385,0,11,0,All points granted because this project had 0 leavers who moved into the project's housing,ClientsMovedInLeavers,0,NA,NA,13,1,10,13 considered to be long-term homeless / 13 adults entered the project during the reporting period = 100%,AdultsEntered,10,0,AdultMovedInLeavers,0,All points granted because this project had no adult leavers who moved into the project's housing,NaN,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,13,AdultsEntered,13 coming from shelter or streets (unsheltered) / 13 adults who entered the project during the reporting period = 100%,1,10,10,0,1884,1884,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
13,Licking - Licking County Coalition for Housing - Region 9 RRH,0,ClientsServed,0,5,0 errors / 2 clients served = 0%,5,0,AdultsEntered,0 had no income at entry / 2 adults who entered the project during the reporting period = 0%,0,0,10,0,1,1 exits to permanent housing / 1 heads of household leavers = 100%,1,10,10,0,HoHsServedLeavers,2,2 had a VI-SPDAT score at entry / 2 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,7,10,0,0,AdultsMovedIn,All points granted because 0 adults moved into the project's housing,NaN,10,10,NA,All points granted because this project had 0 leavers who moved into the project's housing,ClientsMovedInLeavers,10,10,NA,0,0,0,0 considered to be long-term homeless / 2 adults entered the project during the reporting period = 0%,AdultsEntered,NA,0,AdultMovedInLeavers,0,All points granted because this project had no adult leavers who moved into the project's housing,NaN,10,10,0,HoHsMovedInLeavers,0,All points granted because this project had 0 Heads of Household Leavers who Moved into Housing,NaN,5,5,NA,2,AdultsEntered,2 coming from shelter or streets (unsheltered) / 2 adults who entered the project during the reporting period = 100%,1,10,10,0,2068,2068,NA,NA,0,NA,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,NA,NOT SCORED in 2020 due to COVID-19.
